,5922debac15d4a349457cd08,5922debac15d4a349457cd09,5922debac15d4a349457cd0a,5922debac15d4a349457cd0b,5922debac15d4a349457cd0c,5922debac15d4a349457cd0d,5922debac15d4a349457cd0e,5922debac15d4a349457cd0f,5922debac15d4a349457cd10,5922debac15d4a349457cd11,5922debac15d4a349457cd12,5922debac15d4a349457cd13,5922debac15d4a349457cd14,5922debac15d4a349457cd15,5922debac15d4a349457cd17,5922debac15d4a349457cd1a,5922debac15d4a349457cd1b,5922debac15d4a349457cd1c,5922debac15d4a349457cd1d,5922debac15d4a349457cd1e,5922debac15d4a349457cd1f,5922debac15d4a349457cd20,5922debac15d4a349457cd21,5922debac15d4a349457cd22,5922debac15d4a349457cd23,5922debac15d4a349457cd24,5922debac15d4a349457cd25,5922debac15d4a349457cd26,5922debac15d4a349457cd27,5922debac15d4a349457cd28,5922debac15d4a349457cd29,5922debac15d4a349457cd2a,5922debac15d4a349457cd2b,5922debac15d4a349457cd2c,5922debac15d4a349457cd2d,5922debac15d4a349457cd2e,5922debac15d4a349457cd2f,5922debac15d4a349457cd30,5922debac15d4a349457cd31,5922debac15d4a349457cd32,5922debac15d4a349457cd33,5922debac15d4a349457cd34,5922debac15d4a349457cd35,5922debac15d4a349457cd36,5922debac15d4a349457cd37,5922debac15d4a349457cd38,5922debac15d4a349457cd3a,5922debac15d4a349457cd3b,5922debac15d4a349457cd3c,5922debac15d4a349457cd3d
0,0.0,329.77379870414734,40.24242615699768,88.60032677650452,30.37872624397278,0.0,54.060131788253784,27.573414087295532,22.618263483047485,52.32530617713928,62.01706576347351,56.48819303512573,141.03077697753906,89.49595189094543,238.4853870868683,41.83148550987244,135.03930974006653,0.0,326.8985779285431,67.04149746894836,66.20733976364136,51.39941143989563,346.23291206359863,61.98149228096008,132.95427083969116,77.48276805877686,75.99728846549988,161.3598129749298,154.31285071372986,50.48818063735962,124.927490234375,358.0242874622345,394.40542364120483,87.77903532981873,198.64080786705017,160.0692629814148,143.46453714370728,0.0,122.80911827087402,115.81936383247375,136.35957407951355,202.87376856803894,24.157920122146606,21.714938402175903,222.9927270412445,85.96848630905151,85.41266918182373,0.0,83.33662533760071,129.57193636894226
1,0.0,90.1713936328888,504.48099279403687,36.705942153930664,49.83799147605896,0.0,37.54429841041565,117.51526284217834,107.32311940193176,1176.238688468933,467.4391722679138,918.8919982910156,764.7055821418762,231.8198845386505,303.7841684818268,64.25984215736389,582.4492163658142,0.0,111.50262641906738,322.2679738998413,298.03358221054077,210.5956666469574,149.81994009017944,195.8165762424469,406.2931435108185,214.54286885261536,211.08076310157776,255.71605467796326,125.22842359542847,240.38120698928833,184.2689564228058,1.7610671520233154,370.212824344635,2.010549783706665,304.7705063819885,393.2584319114685,343.64093041419983,0.0,122.66991710662842,103.88102531433105,163.7678258419037,330.3711349964142,170.9332914352417,21.158576488494873,86.15994501113892,0.0,46.44552969932556,0.0,16.832451581954956,86.92165899276733
2,1.6066069602966309,1552.3263528347015,38.25836801528931,29.053934335708618,26.29436755180359,0.0,62.415942668914795,91.16730666160583,74.48758721351624,97.4467396736145,1345.3686039447784,72.82982397079468,64.67524480819702,45.077892541885376,79.73104667663574,99.51187539100647,98.70332217216492,0.0,571.8875052928925,63.05383515357971,74.06973814964294,110.43462181091309,41.13551568984985,32.92169189453125,62.84890127182007,34.657355070114136,40.38762140274048,42.362783908843994,33.018977880477905,32.48725175857544,56.09655499458313,42.51338005065918,57.85371732711792,81.50424718856812,58.690951347351074,72.21336531639099,72.83046174049377,0.0,33.93100166320801,29.111921787261963,24.423850536346436,28.768088579177856,306.56409215927124,95.56811261177063,4.323045492172241,0.0,59.234222173690796,0.0,165.49996542930603,47.193002462387085
3,0.0,257.7075469493866,142.68275833129883,63.48368549346924,59.627495765686035,0.0,40.426881313323975,27.530243396759033,30.315455198287964,104.890385389328,105.76483035087585,96.13808917999268,105.34402585029602,105.40686964988708,99.8371832370758,27.49942922592163,43.00486779212952,42.20269298553467,320.4582211971283,39.21910548210144,58.55115103721619,378.8084075450897,37.61729717254639,311.6453950405121,63.51577591896057,57.793073415756226,14.090602159500122,21.132216215133667,2.545419931411743,11.33612847328186,394.44795656204224,100.21770429611206,13.17484998703003,82.83138084411621,104.88596534729004,67.28687930107117,65.17802286148071,0.0,56.037110567092896,708.3359808921814,277.34783244132996,547.8827140331268,120.20803666114807,275.28380274772644,279.0519926548004,0.0,353.2285695075989,0.0,661.5930781364441,222.84703421592712
4,0.0,123.04199028015137,87.50145244598389,84.70917510986328,80.29285192489624,0.0,80.8449912071228,79.6556704044342,52.55870246887207,53.67795920372009,252.1437759399414,109.77062320709229,43.26957178115845,43.624979734420776,40.91270136833191,81.32550096511841,130.1375834941864,0.0,80.87225461006165,54.60569667816162,38.30143618583679,62.192599296569824,115.08357572555542,107.78610110282898,47.80968236923218,34.12662649154663,36.70131778717041,119.298410654068,97.99138331413269,105.73812222480774,94.6807324886322,45.60231304168701,647.2731721401215,55.1820502281189,55.52718782424927,54.32402205467224,238.58620858192444,0.0,244.9132878780365,24.163187265396118,35.74211096763611,313.88844633102417,270.835077047348,182.75176572799683,74.18375134468079,92.18344259262085,43.02029800415039,0.0,33.420300245285034,226.97469091415405
5,0.0,1571.610104560852,176.5227291584015,109.3468713760376,337.08327865600586,0.0,1501.7541072368622,310.07960772514343,1059.4381144046783,90.03970265388489,109.32412099838257,106.27113556861877,521.5216073989868,0.0,256.40209317207336,146.71571326255798,131.68795919418335,322.9534773826599,119.43298673629761,35.36646485328674,51.09167957305908,380.8648648262024,76.07730102539062,71.17201328277588,377.0952875614166,116.78714370727539,47.748154640197754,90.2998435497284,26.572192192077637,201.29837703704834,372.46327805519104,323.671080827713,327.08758306503296,357.32592272758484,116.74511122703552,241.11565279960632,217.656555891037,0.0,378.56730556488037,110.71809220314026,355.4705436229706,62.26371693611145,83.67282247543335,264.59024834632874,48.24595236778259,0.0,66.29484677314758,349.007426738739,51.99322152137756,162.44211220741272
6,62.93820381164551,442.2180390357971,407.98396468162537,82.74775457382202,57.66833162307739,91.24130129814148,327.4748179912567,60.102078914642334,68.52248215675354,330.6501486301422,92.1180465221405,71.36663746833801,89.42804002761841,65.16715621948242,206.99666619300842,38.96261644363403,73.78283405303955,0.0,84.84474539756775,84.22553396224976,33.46723651885986,56.33785152435303,33.36699104309082,55.95499277114868,55.1019401550293,40.54763436317444,42.443005084991455,49.50917840003967,42.814226388931274,29.175771474838257,97.72697639465332,67.04850029945374,519.3284158706665,131.14518451690674,378.1577546596527,90.82674098014832,73.8605546951294,28.605393409729004,54.55497407913208,64.8154661655426,44.93364858627319,420.6532847881317,799.8408830165863,305.65485095977783,223.2339837551117,137.06563258171082,95.13981032371521,0.0,117.90309834480286,160.04838371276855
7,0.0,174.42418813705444,456.07777166366577,42.34315371513367,37.69807457923889,0.0,40.22127556800842,50.49166011810303,74.41832041740417,75.34077453613281,75.5147454738617,98.23587846755981,145.63730716705322,489.8830990791321,437.94477343559265,124.9657690525055,98.74216723442078,230.2788279056549,114.58050489425659,127.14097452163696,120.08295011520386,527.852499961853,43.177934408187866,50.992958068847656,91.92731213569641,24.465773820877075,212.7018482685089,465.42400074005127,271.48984813690186,215.264794588089,68.92197942733765,321.2902772426605,291.1548955440521,93.73075771331787,154.0042531490326,143.68290376663208,139.78870487213135,0.0,26.913618326187134,151.27526307106018,472.44627594947815,28.558809995651245,608.6503484249115,11.131757974624634,29.87953805923462,0.0,138.15889692306519,0.0,247.3877911567688,218.64523720741272
8,0.0,204.36769723892212,138.29413652420044,32.11579465866089,151.41335535049438,0.0,146.69952917099,118.4321506023407,134.19778871536255,157.26896595954895,397.80888772010803,83.1762342453003,109.13398098945618,118.96955347061157,95.31179904937744,80.44336175918579,149.85311079025269,0.0,150.158349275589,58.14832067489624,72.88015079498291,60.85278606414795,40.282448530197144,66.66154861450195,356.4293496608734,38.76302099227905,37.71383619308472,77.45992660522461,47.18311858177185,65.13319730758667,90.78332662582397,42.57975697517395,315.5635738372803,101.45144486427307,31.59129285812378,67.08056330680847,567.4840240478516,0.0,277.1275084018707,79.78619575500488,51.02427291870117,264.1675293445587,65.12949132919312,199.38190269470215,54.28662061691284,0.0,53.91065287590027,0.0,142.33353328704834,53.85531949996948
9,0.0,88.5828971862793,96.09863781929016,73.91640043258667,69.94098615646362,0.0,72.85187578201294,59.457332134246826,43.09744572639465,54.14090013504028,55.639148235321045,86.20773363113403,147.51094484329224,147.34933280944824,130.47727942466736,38.73275899887085,26.538397789001465,0.0,22.881603240966797,22.67130756378174,66.26343035697937,1.8832244873046875,24.530920267105103,39.29809021949768,51.34915733337402,43.0504686832428,7.9537858963012695,9.387137651443481,8.501265287399292,8.584584951400757,8.564341068267822,8.480886459350586,13.039353609085083,14.11668062210083,14.624680519104004,14.897871255874634,48.9666051864624,0.0,10.313497543334961,1.0956916809082031,0.5290312767028809,8.95606803894043,0.5149350166320801,9.077062129974365,1.9181797504425049,0.0,24.93161678314209,0.0,26.378414630889893,4.415302515029907
