,5922debac15d4a349457cdd1,5922debac15d4a349457cdd2,5922debac15d4a349457cdd3,5922debac15d4a349457cdd4,5922debac15d4a349457cdd5,5922debac15d4a349457cdd6,5922debac15d4a349457cdd7,5922debac15d4a349457cdd8,5922debac15d4a349457cdd9,5922debac15d4a349457cdda,5922debac15d4a349457cddb,5922debac15d4a349457cddc,5922debac15d4a349457cddd,5922debac15d4a349457cdde,5922debac15d4a349457cddf,5922debac15d4a349457cde0,5922debac15d4a349457cde1,5922debac15d4a349457cde2,5922debac15d4a349457cde3,5922debac15d4a349457cde4,5922debac15d4a349457cde5,5922debac15d4a349457cde6,5922debac15d4a349457cde7,5922debac15d4a349457cde8,5922debac15d4a349457cde9,5922debac15d4a349457cdea,5922debac15d4a349457cdeb,5922debac15d4a349457cdec,5922debac15d4a349457cded,5922debac15d4a349457cdee,5922debac15d4a349457cdef,5922debac15d4a349457cdf0,5922debac15d4a349457cdf1,5922debac15d4a349457cdf2,5922debac15d4a349457cdf3,5922debac15d4a349457cdf4,5922debac15d4a349457cdf5,5922debac15d4a349457cdf6,5922debac15d4a349457cdf7,5922debac15d4a349457cdf8,5922debac15d4a349457cdf9,5922debac15d4a349457cdfa,5922debac15d4a349457cdfb,5922debac15d4a349457cdfc,5922debac15d4a349457cdfd,5922debac15d4a349457cdfe
0,297.0697350502014,274.6373887062073,266.09275794029236,259.5694465637207,449.559029340744,441.0487473011017,1113.0938429832458,1290.7694234848022,426.2697858810425,550.7920467853546,335.18659710884094,563.4505262374878,85.63943862915039,65.0399763584137,50.5670440196991,71.35879778862,59.16258955001831,334.0494737625122,118.83054089546204,74.26327466964722,315.23814702033997,87.5085997581482,29.63748598098755,35.63581991195679,28.427478075027466,26.497822999954224,102.82821393013,63.90488362312317,61.547401666641235,112.17502236366272,78.19826292991638,34.71612000465393,32.26326656341553,28.442976713180542,207.84867215156555,160.94361758232117,182.00668048858643,6.302670955657959,19.602343320846558,20.9708468914032,330.07931900024414,61.75836253166199,312.18767857551575,323.3186936378479,824.5987994670868,548.4520561695099
1,243.99437046051025,152.7878611087799,88.78516674041748,190.09895420074463,235.99430465698242,189.6233367919922,196.3803505897522,281.04252791404724,346.98198080062866,107.23256516456604,375.9563865661621,290.9317572116852,280.80778217315674,514.8194155693054,330.38607478141785,380.14712500572205,397.6127550601959,195.6175308227539,174.10354828834534,272.22285294532776,235.4542999267578,414.7165319919586,323.5643949508667,238.25503873825073,218.09063339233398,147.214857339859,320.89679431915283,345.74823331832886,150.37003588676453,194.464359998703,235.4246141910553,99.51064586639404,130.50791716575623,30.85510563850403,134.14658188819885,110.56586694717407,130.48450136184692,122.48463535308838,132.3254427909851,24.797764778137207,168.92363262176514,162.4520239830017,253.79743719100952,234.27996826171875,92.2904748916626,135.5864098072052
2,197.75220227241516,211.10597467422485,214.14514088630676,222.7043035030365,639.3310036659241,646.6928217411041,634.6423804759979,239.37136340141296,265.56885600090027,42.744935750961304,61.92575407028198,70.0569064617157,75.6590735912323,76.55308556556702,54.14319205284119,38.56873059272766,42.10952115058899,98.97262358665466,63.194921016693115,466.03871417045593,43.98301601409912,93.35455012321472,39.25010418891907,45.84538769721985,155.10882902145386,53.824509620666504,20.044663429260254,330.1868677139282,126.62459015846252,322.85101079940796,118.45731902122498,665.1259236335754,185.5586211681366,33.11998963356018,262.00444197654724,40.79004383087158,75.7558081150055,91.63493514060974,98.62687969207764,134.9510853290558,149.58521509170532,101.27582478523254,601.0346727371216,242.19962573051453,679.8521003723145,242.5093252658844
3,95.07290267944336,1215.0145201683044,43.61384463310242,51.43597483634949,1155.5185551643372,33.342782497406006,1092.0924792289734,420.2546875476837,505.26277685165405,462.66249346733093,11.475801944732666,15.656718969345093,37.86401057243347,168.69782137870789,37.296802282333374,71.18668270111084,101.27752184867859,106.35836052894592,99.01549482345581,95.77797317504883,71.92753624916077,92.69986009597778,53.438557147979736,68.22009372711182,69.02314233779907,63.07976007461548,62.24755239486694,28.30244779586792,204.23336029052734,104.58710765838623,62.234954833984375,64.32251262664795,724.2484512329102,38.39630341529846,72.40126347541809,61.51431131362915,59.842923164367676,37.90201282501221,476.2332534790039,127.8620674610138,78.26269602775574,79.80225253105164,977.8967914581299,574.5850031375885,674.8154711723328,203.3601598739624
4,454.890811920166,388.55546975135803,83.64893245697021,294.30167174339294,18.63666558265686,35.34693264961243,92.34915518760681,34.29952001571655,46.52235698699951,33.110153675079346,12.0372474193573,30.309495210647583,100.29482936859131,104.83255505561829,32.77946758270264,61.746286392211914,22.10012435913086,47.11838364601135,67.50461530685425,14.081549882888794,16.245142459869385,11.314364433288574,8.852304697036743,18.079698085784912,69.57278180122375,12.143244504928589,14.28156328201294,67.79090428352356,17.416983366012573,55.48751926422119,108.45257019996643,54.49571967124939,51.553560733795166,67.25053119659424,137.72199058532715,62.0959255695343,57.916717529296875,28.222325563430786,20.22783589363098,107.83273029327393,11.389953851699829,7.597790956497192,6.962791919708252,71.52506732940674,69.25113010406494,66.52254056930542
5,42.74205231666565,13.560523509979248,13.854433536529541,25.254842042922974,13.524790525436401,13.57668399810791,25.234180212020874,14.231729507446289,14.298462152481079,139.07652020454407,134.0459702014923,2.0829763412475586,126.28399443626404,2.4623606204986572,2.4040420055389404,25.27117681503296,2.108990430831909,2.3600950241088867,2.309088945388794,2.8109359741210938,2.777026891708374,2.9952147006988525,3.061387777328491,3.1173269748687744,3.199719190597534,2.9642181396484375,3.191772699356079,3.606955051422119,3.5930497646331787,128.56796622276306,128.3726282119751,128.2699749469757,149.93941855430603,151.19847869873047,26.17750072479248,0.14399504661560059,0.300858736038208,0.2886476516723633,0.3102412223815918,149.75007009506226,2.563615083694458,3.449629068374634,2.879460334777832,25.190531253814697,0.38869762420654297,0.24859213829040527
6,151.3413848876953,120.55261063575745,125.82747483253479,117.64419960975647,102.66012716293335,98.2125334739685,248.6652340888977,125.8161313533783,172.3852379322052,107.40071702003479,112.63975620269775,54.749940395355225,63.232954025268555,96.4717926979065,51.19824457168579,360.20431566238403,359.8756272792816,46.096503257751465,49.841612577438354,38.95993614196777,192.18334937095642,65.91500735282898,66.03947520256042,66.39950919151306,110.72061920166016,101.07808923721313,219.71795296669006,379.6579911708832,380.6325738430023,125.44888973236084,168.45654225349426,409.65370631217957,428.7978723049164,333.3481447696686,135.11850118637085,75.92402172088623,77.26223015785217,76.08089923858643,80.43718576431274,120.37580919265747,84.37142062187195,48.401833057403564,501.2204854488373,185.89240169525146,121.22499442100525,96.1516125202179
7,99.9679696559906,66.73540902137756,63.492855072021484,62.041285276412964,68.12129330635071,51.38034224510193,71.76116061210632,234.07556891441345,197.00567293167114,99.35920572280884,116.52015089988708,130.0770184993744,128.11496567726135,885.9683494567871,79.43539261817932,55.316524505615234,80.93655037879944,94.7707679271698,104.94855117797852,650.6718537807465,746.454137802124,181.65305852890015,73.4587152004242,79.7655394077301,210.5599241256714,44.981348752975464,79.79001545906067,81.13295936584473,417.33680510520935,107.48944139480591,52.96747803688049,207.99755692481995,386.47775173187256,45.63558769226074,131.37419366836548,277.90252661705017,95.92804765701294,73.88793778419495,395.35783529281616,469.192316532135,89.1014769077301,79.93678545951843,78.89199995994568,167.42492818832397,220.0309727191925,83.27901911735535
8,145.99003219604492,98.95733785629272,91.78911995887756,63.122478723526,57.28320026397705,113.3711211681366,480.7377119064331,446.18953704833984,733.3196694850922,130.68174362182617,116.38897037506104,57.633599042892456,87.32923460006714,128.5838589668274,59.10463881492615,369.3840720653534,36.44308686256409,78.01315379142761,62.56875157356262,93.85815453529358,126.75455927848816,420.42016315460205,339.2979328632355,61.10505390167236,140.0820231437683,57.36936402320862,475.3687472343445,550.1186039447784,692.6542193889618,366.54844975471497,424.9597978591919,359.8705532550812,298.66161942481995,17.424022912979126,453.83986377716064,185.39164018630981,192.0381155014038,148.2347767353058,324.1007742881775,319.3995933532715,194.90253448486328,90.3618483543396,203.40167260169983,136.66273498535156,183.07304763793945,156.43781352043152
9,61.26821041107178,50.66414761543274,34.16747760772705,38.14616584777832,101.43500900268555,98.46146178245544,125.99945998191833,89.0568380355835,57.223867416381836,67.92133975028992,61.535614252090454,142.3152301311493,87.4222559928894,351.29697155952454,354.3016369342804,77.52712106704712,44.993250131607056,83.82971811294556,25.114811182022095,208.94651317596436,87.99208307266235,210.71308493614197,41.58177947998047,86.87525367736816,51.309049129486084,68.04930830001831,46.66598320007324,140.27876901626587,89.75105690956116,66.90811657905579,94.46756482124329,95.69348454475403,123.67908763885498,274.5446412563324,539.7272644042969,466.25978994369507,482.68069219589233,394.56350111961365,328.99926567077637,107.11412024497986,78.50256371498108,127.7585380077362,95.13164448738098,116.04715204238892,326.5190382003784,52.682347536087036
10,227.27979159355164,110.46071410179138,189.3939242362976,243.76290774345398,268.7875397205353,216.2069673538208,362.2574005126953,431.9208128452301,248.5629062652588,283.9620478153229,359.45053577423096,115.58641839027405,397.2564570903778,525.0716941356659,358.4287016391754,539.6858942508698,225.44344973564148,222.87254524230957,216.02879405021667,210.42054152488708,211.79623699188232,247.46315360069275,149.2466266155243,91.33001208305359,203.13781547546387,192.91993618011475,182.3366358280182,235.66015362739563,153.1559636592865,462.03702688217163,381.5015664100647,343.88832569122314,362.56824803352356,335.19840264320374,168.79029607772827,141.27971076965332,131.5341076850891,118.3569278717041,239.2444703578949,346.8067259788513,393.3342182636261,403.921808719635,336.88036942481995,188.12162709236145,308.4130084514618,264.08199310302734
11,168.127347946167,150.96618103981018,60.07695817947388,81.55445766448975,112.24337458610535,73.37073636054993,113.25695657730103,410.4676651954651,121.62419772148132,173.13253474235535,404.42990827560425,202.21637344360352,243.98051857948303,308.25441551208496,87.80121517181396,394.1651635169983,51.401978969573975,51.687217473983765,70.67897439002991,125.59786128997803,326.9572124481201,110.94062519073486,183.72945356369019,114.51577806472778,99.79460573196411,127.34371876716614,134.22082090377808,132.84260749816895,230.3036482334137,261.1988387107849,104.03369665145874,99.38771367073059,153.9837646484375,47.74861741065979,98.94309496879578,102.18946027755737,71.49130630493164,69.55103802680969,59.79315781593323,83.6957528591156,87.2673122882843,73.45178842544556,228.51674509048462,261.52472734451294,79.47972679138184,197.00327110290527
